,id_puesto,puesto,departamento,tipo_puesto,turno,id_empleado,apellido,nombre,email
980,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,566,ACUÑA,EDUARDO,eduardo.acuña@tractchun.com
981,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,618,Sanchez,Marleny,marleny.sanchez@tractchun.com
982,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,657,Montoya,Fernando,fernando.montoya@tractchun.com
983,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,796,MILTON,LUNA,luna.milton@tractchun.com
984,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,824,RAMIREZ,FRANCISCO,francisco.ramirez@tractchun.com
985,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,872,GARCIA,ERNESTO,ernesto.garcia@tractchun.com
986,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,887,DANIEL,MANUELA,manuela.daniel@tractchun.com
987,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,895,RUIZ,GILDARDO,gildardo.ruiz@tractchun.com
988,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,900,GALAZ,RITA,rita.galaz@tractchun.com
989,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1088,Gomez,Isbelia,isbelia.gomez@tractchun.com
990,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1180,MATA,JESUS,jesus.mata@tractchun.com
991,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1396,GALLARDO,JOSE,jose.gallardo@tractchun.com
992,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1514,TOYOS,JOSE,jose.toyos@tractchun.com
993,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1535,ALDACO,JUAN,juan.aldaco@tractchun.com
994,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1625,RAMOS,LAMBERTO,lamberto.ramos@tractchun.com
995,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1633,TAPIA,LAMBERTO,lamberto.tapia@tractchun.com
996,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1714,COFFEY,LEOVIGILDO,leovigildo.coffey@tractchun.com
997,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1789,NEVAREZ,LLAMAS,llamas.nevarez@tractchun.com
998,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1926,Monsalve,Lucia,lucia.monsalve@tractchun.com
999,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1975,Hoyos ,Esmeralda,esmeralda.hoyos @tractchun.com
1000,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,93,RODRIGUEZ,HECTOR,hector.rodriguez@tractchun.com
1001,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,136,CORELLA,ALBERTO,alberto.corella@tractchun.com
1002,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,219,SOTO,JOEL,joel.soto@tractchun.com
1003,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,247,CONTRERAS,JOSE,jose.contreras@tractchun.com
1004,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,257,Lopez,Juliana,juliana.lopez@tractchun.com
1005,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,386,Londoño,Juan ,juan .londoño@tractchun.com
1006,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,408,Bustamante,Luis ,luis .bustamante@tractchun.com
1007,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,466,OLIVAS,LUIS,luis.olivas@tractchun.com
1008,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,505,LEYVA,EDITH,edith.leyva@tractchun.com
1009,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,558,CALLEJA,EDNA,edna.calleja@tractchun.com
1010,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,621,JIMENEZ,ESPERANZA,esperanza.jimenez@tractchun.com
1011,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,627,BURBOA,ESTHELA,esthela.burboa@tractchun.com
1012,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,668,VALENZUELA,ERNESTO,ernesto.valenzuela@tractchun.com
1013,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,785,CAÑEDO,ENRIQUETA,enriqueta.cañedo@tractchun.com
1014,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,940,PATIÑO,GRISELDA,griselda.patiño@tractchun.com
1015,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1004,GALAZ,GUILIBERTO,guiliberto.galaz@tractchun.com
1016,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1051,LEYVA,FRANCISCO,francisco.leyva@tractchun.com
1017,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1255,RENDON,JESUS,jesus.rendon@tractchun.com
1018,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1294,MOLINA,MARIA,maria.molina@tractchun.com
1019,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1362,ENRIQUEZ,JOSE,jose.enriquez@tractchun.com
1020,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1503,Monsalve,Gloria,gloria.monsalve@tractchun.com
1021,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1562,MORAN,JUAN,juan.moran@tractchun.com
1022,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1596,DAVILA,JULIO,julio.davila@tractchun.com
1023,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1615,MONTERO,KARLA,karla.montero@tractchun.com
1024,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1645,RIVERA,LANDAVAZO,landavazo.rivera@tractchun.com
1025,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1651,ACUÑA,MARTHA,martha.acuña@tractchun.com
1026,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,159,GUERRA,ALBERTO,alberto.guerra@tractchun.com
1027,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1193,GONZALEZ,ALBA,alba.gonzalez@tractchun.com
1028,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1428,MEDINA,JOSE,jose.medina@tractchun.com
1029,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1739,ESTRADA,LEOVIGILDO,leovigildo.estrada@tractchun.com
1030,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1950,PEINADO,LUNA,luna.peinado@tractchun.com
1031,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,20,ORTEGA,ALBERTO,alberto.ortega@tractchun.com
1032,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,92,GAUTRIN,HECTOR,hector.gautrin@tractchun.com
1033,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,150,WILSON,JAVIER,javier.wilson@tractchun.com
1034,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,226,SALAS,JOSE,jose.salas@tractchun.com
1035,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,246,Soto ,Juan ,juan .soto @tractchun.com
1036,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,335,GURROLA,ARACELI,araceli.gurrola@tractchun.com
1037,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,356,Atehortua,Luis ,luis .atehortua@tractchun.com
1038,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,372,JUVERA,JOSEFINA,josefina.juvera@tractchun.com
1039,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,482,PERAZA,MANZANARES,manzanares.peraza@tractchun.com
1040,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,603,CELAYA,ELVIA,elvia.celaya@tractchun.com
1041,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,623,Betancur,luz ,luz .betancur@tractchun.com
1042,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,636,BORQUEZ,MARTHA,martha.borquez@tractchun.com
1043,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1523,Taborda,Maria,maria.taborda@tractchun.com
1044,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1704,ZAZUETA,LEOPOLDO,leopoldo.zazueta@tractchun.com
1045,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1759,Gomez,Liliana,liliana.gomez@tractchun.com
1046,45-11000,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1993,ENRIQUEZ,HERCULANO,herculano.enriquez@tractchun.com
1047,45-11200,Inspectora de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Operativo,,1286,Cárdenas,José,josé.cárdenas@tractchun.com
1048,45-11200,Inspectora de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Operativo,,117,Lennis,Juan ,juan .lennis@tractchun.com
1049,45-11200,Inspectora de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Operativo,,1202,MOLINA,JOSE,jose.molina@tractchun.com
1050,45-11200,Inspectora de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Operativo,,1296,Alvarez,Jose ,jose .alvarez@tractchun.com
1051,45-15000,Supervisor General de Aseg. de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,,1990,JUVERA,ACOSTA,acosta.juvera@tractchun.com
1052,50-25130,Comprador,CONTROL DE PRODUCCION,Administrativo,,1605,CALLES,MARIA,maria.calles@tractchun.com
1053,50-25130,Comprador,CONTROL DE PRODUCCION,Administrativo,,859,RODRIGUEZ,ADOLFO,adolfo.rodriguez@tractchun.com
1054,50-25130,Comprador,CONTROL DE PRODUCCION,Administrativo,,1595,Angulo,Maria,maria.angulo@tractchun.com
1055,50-25130,Comprador,CONTROL DE PRODUCCION,Administrativo,,1238,QUIROZ,ADRIAN,adrian.quiroz@tractchun.com
1056,50-25130,Comprador,CONTROL DE PRODUCCION,Administrativo,,1408,AHUMADA,ANTONIO,antonio.ahumada@tractchun.com
1057,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,A,6,VILLA,JESUS,jesus.villa@tractchun.com
1058,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,,60,DIAZ,PATRICIA,patricia.diaz@tractchun.com
1059,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,B,2,DUARTE,ANTONIO,antonio.duarte@tractchun.com
1060,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,,24,VILLANUEVA,JESUS,jesus.villanueva@tractchun.com
1061,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,,98,GALLEGOS,PATRICIA,patricia.gallegos@tractchun.com
1062,50-32200,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,,1409,CONTRERAS,ANTONIO,antonio.contreras@tractchun.com
1063,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,83,ESCALANTE,AARON,aaron.escalante@tractchun.com
1064,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,129,MUÑOZ,ANDRADE,andrade.muñoz@tractchun.com
1065,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,241,Giraldo,Eugenia,eugenia.giraldo@tractchun.com
1066,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,362,REYES,GONZALEZ,gonzalez.reyes@tractchun.com
1067,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,146,TORRES,AURELIA,aurelia.torres@tractchun.com
1068,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,412,FLORES,MARCOS,marcos.flores@tractchun.com
1069,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,432,GAUTRIN,OJEDA,ojeda.gautrin@tractchun.com
1070,50-33000,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,,453,AMADOR,RAMON,ramon.amador@tractchun.com
1071,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,255,MENDEZ,TERESA,teresa.mendez@tractchun.com
1072,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,480,Prisco,Andres,andres.prisco@tractchun.com
1073,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1006,PINELLI,ROBERTO,roberto.pinelli@tractchun.com
1074,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1022,MARTINEZ,SALCIDO,salcido.martinez@tractchun.com
1075,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1028,VALENCIA,ANTONIA,antonia.valencia@tractchun.com
1076,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1387,SIMANCAS,CANETT,canett.simancas@tractchun.com
1077,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1447,OCAÑO,RAMON,ramon.ocaño@tractchun.com
1078,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,67,CORDOVA,CYNTHIA,cynthia.cordova@tractchun.com
1079,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,77,GUEVARA,CARLOS,carlos.guevara@tractchun.com
1080,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,125,GRACIA,FERNANDO,fernando.gracia@tractchun.com
1081,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,131,LERMA,HECTOR,hector.lerma@tractchun.com
1082,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,165,SERNA,GUADALUPE,guadalupe.serna@tractchun.com
1083,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,173,SAENZ,IRENE,irene.saenz@tractchun.com
1084,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,264,Arenas,Marta ,marta .arenas@tractchun.com
1085,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,272,SOQUI,RIVERA,rivera.soqui@tractchun.com
1086,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,371,MONTIEL,ALICIA,alicia.montiel@tractchun.com
1087,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,775,URBINA,ANTONIA,antonia.urbina@tractchun.com
1088,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,776,LOPEZ,ORDUÑO,orduño.lopez@tractchun.com
1089,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,965,CRUZ,JARA,jara.cruz@tractchun.com
1090,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1047,FRANCIS,SANDY,sandy.francis@tractchun.com
1091,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,765,BARRIOS,ALMA,alma.barrios@tractchun.com
1092,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,899,ROMERO,CLAUDIA,claudia.romero@tractchun.com
1093,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1036,RUIZ,PANIAGUA,paniagua.ruiz@tractchun.com
1094,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1159,Cardona,Bryan,bryan.cardona@tractchun.com
1095,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,142,NAVARRO,ERIKA,erika.navarro@tractchun.com
1096,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1069,URZUA,BEJAR,bejar.urzua@tractchun.com
1097,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1446,GAXIOLA,CARLOS,carlos.gaxiola@tractchun.com
1098,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,110,VELARDE,ERNESTO,ernesto.velarde@tractchun.com
1099,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,196,DURAN,JESUS,jesus.duran@tractchun.com
1100,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,795,RUIZ,CARLOS,carlos.ruiz@tractchun.com
1101,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,885,SOTO,CESAR,cesar.soto@tractchun.com
1102,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,956,TORRES,ICELA,icela.torres@tractchun.com
1103,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,974,Sierra,luz ,luz .sierra@tractchun.com
1104,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1002,SIMANCAS,MIRTHA,mirtha.simancas@tractchun.com
1105,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,175,GARCIA,MARCELA,marcela.garcia@tractchun.com
1106,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,206,VALDEZ,MANUEL,manuel.valdez@tractchun.com
1107,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,908,DELGADILLO,ELMIRA,elmira.delgadillo@tractchun.com
1108,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1710,ISLAS,CARLOS,carlos.islas@tractchun.com
1109,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1825,Gonzalez,Elena,elena.gonzalez@tractchun.com
1110,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,D,1,Chaverra,Yulieth,yulieth.chaverra@tractchun.com
1111,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,17,ORTEGA,ALEJANDRO,alejandro.ortega@tractchun.com
1112,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,234,FUENTES,ROBERTO,roberto.fuentes@tractchun.com
1113,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,923,SANCHEZ,FEDERICO,federico.sanchez@tractchun.com
1114,50-33100,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1081,JAIME,PAREDES,paredes.jaime@tractchun.com
1115,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,89,SANCHEZ,ALFREDO,alfredo.sanchez@tractchun.com
1116,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,764,Angulo,Mercedes,mercedes.angulo@tractchun.com
1117,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,884,DUARTE,MIGUEL,miguel.duarte@tractchun.com
1118,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,926,MOLINA,PATRICIA,patricia.molina@tractchun.com
1119,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,104,ABRIL,ALICIA,alicia.abril@tractchun.com
1120,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,182,PACHECO,ALONSO,alonso.pacheco@tractchun.com
1121,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,284,MONTAÑO,ALFREDO,alfredo.montaño@tractchun.com
1122,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,329,Zapata,Alexandra,alexandra.zapata@tractchun.com
1123,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,376,OLGUIN,ALONSO,alonso.olguin@tractchun.com
1124,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,512,Argáez,Mercedes,mercedes.argáez@tractchun.com
1125,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,650,ORRANTIA,CECILIA,cecilia.orrantia@tractchun.com
1126,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,871,DIAZ,MIGUEL,miguel.diaz@tractchun.com
1127,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,922,VIVANCO,MONTOY,montoy.vivanco@tractchun.com
1128,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,964,GOMEZ,RAMON,ramon.gomez@tractchun.com
1129,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,1037,Agudelo,Rubiel,rubiel.agudelo@tractchun.com
1130,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,72,PALAFOX,ALFREDO,alfredo.palafox@tractchun.com
1131,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,112,ACEVEDO,ALICIA,alicia.acevedo@tractchun.com
1132,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,315,GOMEZ,BARCELO,barcelo.gomez@tractchun.com
1133,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,454,DIAZ,HUMBERTO,humberto.diaz@tractchun.com
1134,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,529,CALLES,MONTIJO,montijo.calles@tractchun.com
1135,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,836,Soto ,Mercedes,mercedes.soto @tractchun.com
1136,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,973,JIMENEZ,RAMON,ramon.jimenez@tractchun.com
1137,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,1058,RIVERA,ALBERTO,alberto.rivera@tractchun.com
1138,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,462,NERI,MARTIN,martin.neri@tractchun.com
1139,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,954,ESPINOZA,RAMON,ramon.espinoza@tractchun.com
1140,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,225,MADRID,ANTONIO,antonio.madrid@tractchun.com
1141,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,334,ROMERO,ALFREDO,alfredo.romero@tractchun.com
1142,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,442,ARVAYO,AMAYA,amaya.arvayo@tractchun.com
1143,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,602,ESPINOZA,MOTA,mota.espinoza@tractchun.com
1144,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,986,COTA,RENE,rene.cota@tractchun.com
1145,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,1075,Montoya,Mariana,mariana.montoya@tractchun.com
1146,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,291,CHAVARRIA,AZOKA,azoka.chavarria@tractchun.com
1147,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,314,COTA,RAMON,ramon.cota@tractchun.com
1148,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,585,LOPEZ,BUSTAMANTE,bustamante.lopez@tractchun.com
1149,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,235,PALAFOX,BALDERAS,balderas.palafox@tractchun.com
1150,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,306,LEYVA,MENESES,meneses.leyva@tractchun.com
1151,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,878,URIBE,SANCHEZ,sanchez.uribe@tractchun.com
1152,50-33110,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,,481,RODRIGUEZ,BARRAZA,barraza.rodriguez@tractchun.com
1153,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,556,Parra,Jhon ,jhon .parra@tractchun.com
1154,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,703,PATIÑO,OLIVIA,olivia.patiño@tractchun.com
1155,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1003,MIRANDA,RENE,rene.miranda@tractchun.com
1156,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1168,URIAS,ROSARIO,rosario.urias@tractchun.com
1157,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1273,Mira,Rubiel,rubiel.mira@tractchun.com
1158,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,296,BALDENEGRO,GUADALUPE,guadalupe.baldenegro@tractchun.com
1159,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,469,Restrepo ,Jhon,jhon.restrepo @tractchun.com
1160,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,565,Angulo,Jhuliana ,jhuliana .angulo@tractchun.com
1161,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,807,GARCIA,RAMON,ramon.garcia@tractchun.com
1162,50-33200,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,,1164,VILLA,RENE,rene.villa@tractchun.com
